setup,overall_accuracy,balanced_accuracy,macro_f1,weighted_f1,cohen_kappa,matthews_corrcoef,macro_auc_ovr,weighted_auc_ovr
NonAugmented,0.9896209386281588,0.9651754038674947,0.9669664495832357,0.9895448206168562,0.9871521044327609,0.9871545929045329,0.9997770898455247,0.9998446307845037
Augmented,0.9882671480144405,0.9701582965109699,0.9719131906742088,0.9882881995428087,0.9854794407482816,0.9854847747782741,0.9997991123365519,0.9998403345346422
